iata_code,name,iso_country,iso_region,municipality,type,lat,lon
APC,Napa County Airport,US,US-CA,Napa,small,-122.281,38.2132
APE,San Juan Aposento Airport,PE,PE-ICA,San Juan Aposento,small,-75.1671,-15.3539
APF,Naples Municipal Airport,US,US-FL,Naples,medium,-81.7753,26.1526
APG,Phillips Army Air Field,US,US-MD,Aberdeen Proving Grounds(Aberdeen),medium,-76.1688,39.4662
APH,A P Hill AAF (Fort A P Hill) Airport,US,US-VA,Fort A. P. Hill,small,-77.3183,38.0689
API,Gomez Nino Apiay Air Base,CO,CO-MET,Apiay,medium,-73.5627,4.0761
APK,Apataki Airport,PF,PF-U-A,Apataki,small,-146.415,-15.5736
APL,Nampula Airport,MZ,MZ-N,Nampula,medium,39.2818,-15.1056
APN,Alpena County Regional Airport,US,US-MI,Alpena,medium,-83.5603,45.0781
APO,Antonio Roldan Betancourt Airport,CO,CO-ANT,Carepa,medium,-76.7164,7.812
APP,Asapa Airport,PG,PG-NPP,,small,148.1036,-8.9792
APQ,Arapiraca Airport,BR,BR-AL,Arapiraca,small,-36.6292,-9.7754
APR,April River Airport,PG,PG-ESW,April River,small,142.5401,-4.6767
APS,Anápolis Airport,BR,BR-GO,AnÃ¡polis,small,-48.9271,-16.3623
APT,Marion County Brown Field,US,US-TN,Jasper,small,-85.5853,35.0607
APU,Captain João Busse Airport,BR,BR-PR,Apucarana,small,-51.3845,-23.6095
APV,Apple Valley Airport,US,US-CA,Apple Valley,small,-117.186,34.5753
APW,Faleolo International Airport,WS,WS-AA,Apia,medium,-172.008,-13.83
APX,Arapongas Airport,BR,BR-PR,Arapongas,small,-51.4917,-23.3529
APY,Alto Parnaíba Airport,BR,BR-MA,Alto ParnaÃ­ba,small,-45.9506,-9.0836
APZ,Zapala Airport,AR,AR-Q,Zapala,medium,-70.1136,-38.9755
AQA,Araraquara Airport,BR,BR-SP,Araraquara,medium,-48.133,-21.812
AQB,Santa Cruz del Quiche Airport,GT,GT-QC,Santa Cruz del Quiche,small,-91.1506,15.0122
AQG,Anqing Tianzhushan Airport,CN,CN-34,Anqing,medium,117.05,30.5822
AQI,Al Qaisumah/Hafr Al Batin Airport,SA,SA-04,Qaisumah,medium,46.1251,28.3352
AQJ,Aqaba King Hussein International Airport,JO,JO-AQ,Aqaba,medium,35.0181,29.6116
AQM,Nova Vida Airport,BR,BR-RO,Ariquemes,small,-62.8256,-10.1781
AQP,Rodríguez Ballón International Airport,PE,PE-ARE,Arequipa,medium,-71.5831,-16.3411
AQS,Biaugunu Airport,FJ,FJ-N,"Saqani, Cakaudrove",closed,179.7401,-16.4494
AQY,Girdwood Airport,US,US-AK,Girdwood,small,-149.126,60.9661
ARA,Acadiana Regional Airport,US,US-LA,New Iberia,medium,-91.8839,30.0378
ARB,Ann Arbor Municipal Airport,US,US-MI,Ann Arbor,small,-83.7456,42.223
ARC,Arctic Village Airport,US,US-AK,Arctic Village,medium,-145.579,68.1147
ARD,Mali Airport,ID,ID-NT,Alor Island,small,124.597,-8.1323
ARE,Antonio Nery Juarbe Pol Airport,PR,PR-U-A,Arecibo,medium,-66.6753,18.45
ARF,Acaricuara Airport,CO,CO-VAU,Acaricuara,small,-70.1333,0.5333
ARG,Walnut Ridge Regional Airport,US,US-AR,Walnut Ridge,small,-90.9251,36.1247
ARH,Talagi Airport,RU,RU-ARK,Archangelsk,medium,40.7167,64.6003
ARI,Chacalluta Airport,CL,CL-AP,Arica,medium,-70.3387,-18.3485
ARJ,Arso Airport,ID,ID-PA,Arso-Papua Island,small,140.7833,-2.9333
ARK,Arusha Airport,TZ,TZ-01,Arusha,medium,36.6333,-3.3678
ARL,Arly Airport,BF,BF-TAP,Arly,small,1.483,11.597
ARM,Armidale Airport,AU,AU-NSW,Armidale,medium,151.617,-30.5281
ARN,Stockholm-Arlanda Airport,SE,SE-AB,Stockholm,large,17.9186,59.6519
ARO,Arboletes Airport,CO,CO-ANT,Arboletes,small,-76.4244,8.857
ARP,Aragip Airport,PG,PG-MBA,,small,149.4833,-9.8833
ARQ,El Troncal Airport,CO,CO-ARA,Arauquita,small,-71.3889,7.0211
ARR,D. Casimiro Szlapelis Airport,AR,AR-U,Alto Rio Senguerr,small,-70.8122,-45.0136
ARS,Aragarças Airport,BR,BR-GO,AragarÃ§as,small,-52.2411,-15.8994
ART,Watertown International Airport,US,US-NY,Watertown,medium,-76.0217,43.9919
ARU,Araçatuba Airport,BR,BR-SP,AraÃ§atuba,medium,-50.4247,-21.1413
ARV,Lakeland-Noble F. Lee Memorial field,US,US-WI,Minocqua-Woodruff,small,-89.7309,45.9279
ARW,Arad International Airport,RO,RO-AR,Arad,medium,21.262,46.1766
ARX,Asbury Park Neptune Air Terminal,US,US-NJ,Asbury Park,closed,-74.0908,40.2193
ARY,Ararat Airport,AU,AU-VIC,,medium,142.989,-37.3094
ARZ,N'zeto Airport,AO,AO-ZAI,N'zeto,small,12.8631,-7.2594
ASA,Assab International Airport,ER,ER-DK,Asab,medium,42.645,13.0718
ASB,Ashgabat International Airport,TM,TM-A,Ashgabat,large,58.361,37.9868
ASC,Ascención De Guarayos Airport,BO,BO-S,AscensiÃ³n de Guarayos,small,-63.1567,-15.9303
ASD,Andros Town Airport,BS,BS-NB,,medium,-77.7956,24.6979
ASE,Aspen-Pitkin Co/Sardy Field,US,US-CO,Aspen,medium,-106.869,39.2232
ASF,Astrakhan Airport,RU,RU-AST,Astrakhan,medium,48.0063,46.2833
ASG,Ashburton Aerodrome,NZ,NZ-CAN,,small,171.797,-43.9033
ASH,Boire Field,US,US-NH,Nashua,small,-71.5148,42.7817
ASI,RAF Ascension Island,SH,SH-AC,Ascension Island,medium,-14.3937,-7.9696
ASJ,Amami Airport,JP,JP-46,Amami,medium,129.713,28.4306
ASK,Yamoussoukro Airport,CI,CI-07,Yamoussoukro,medium,-5.3656,6.9032
ASL,Harrison County Airport,US,US-TX,Marshall,small,-94.3078,32.5205
ASM,Asmara International Airport,ER,ER-SK,Asmara,medium,38.9107,15.2919
ASN,Talladega Municipal Airport,US,US-AL,Talladega,small,-86.0509,33.5699
ASO,Asosa Airport,ET,ET-BE,Asosa,medium,34.5863,10.0185
ASP,Alice Springs Airport,AU,AU-NT,Alice Springs,medium,133.902,-23.8067
ASQ,Austin Airport,US,US-NV,Austin,small,-117.195,39.468
ASR,Kayseri Erkilet Airport,TR,TR-38,Kayseri,medium,35.4954,38.7704
ASS,Arathusa Safari Lodge Airport,ZA,ZA-NP,Arathusa,small,31.5225,-24.7442
AST,Astoria Regional Airport,US,US-OR,Astoria,medium,-123.879,46.158
ASU,Silvio Pettirossi International Airport,PY,PY-11,AsunciÃ³n,medium,-57.52,-25.24
ASV,Amboseli Airport,KE,KE-700,Amboseli National Park,medium,37.2531,-2.6451
ASW,Aswan International Airport,EG,EG-ASN,Aswan,medium,32.82,23.9644
ASX,John F Kennedy Memorial Airport,US,US-WI,Ashland,small,-90.919,46.5485
ASY,Ashley Municipal Airport,US,US-ND,Ashley,small,-99.3526,46.0239
ASZ,Asirim Airport,PG,PG-WBK,,small,150.3686,-6.0097
ATA,Comandante FAP German Arias Graziani Airport,PE,PE-ANC,Anta,medium,-77.5984,-9.3474
ATB,Atbara Airport,SD,SD-04,Atbara,small,34.057,17.7103
ATC,Arthur's Town Airport,BS,BS-CI,Arthur's Town,medium,-75.6738,24.6294
ATD,Uru Harbour Airport,SB,SB-ML,Atoifi,small,161.011,-8.8733
ATE,Antlers Municipal Airport,US,US-OK,Antlers,small,-95.6499,34.1926
ATF,Chachoán Airport,EC,EC-T,Ambato,medium,-78.5746,-1.2121
ATG,Minhas Air Base,PK,PK-PB,Kamra,medium,72.4009,33.8691
ATH,Eleftherios Venizelos International Airport,GR,GR-A1,Athens,large,23.9445,37.9364
ATI,Artigas International Airport,UY,UY-AR,Artigas,small,-56.5079,-30.4007
ATJ,Antsirabe Airport,MG,MG-T,Antsirabe,small,47.0637,-19.8392
ATK,Atqasuk Edward Burnell Sr Memorial Airport,US,US-AK,Atqasuk,medium,-157.436,70.467
ATL,Hartsfield Jackson Atlanta International Airport,US,US-GA,Atlanta,large,-84.4281,33.6367
ATM,Altamira Airport,BR,BR-PA,Altamira,medium,-52.254,-3.2539
ATN,Namatanai Airport,PG,PG-NIK,Namatanai,small,152.438,-3.6695
ATO,Ohio University Snyder Field,US,US-OH,Athens/Albany,small,-82.2314,39.211
ATP,Aitape Airport,PG,PG-SAN,Aitape,small,142.3468,-3.1436
ATQ,Sri Guru Ram Dass Jee International Airport,IN,IN-PB,Amritsar,large,74.7973,31.7096
ATR,Atar International Airport,MR,MR-07,Atar,medium,-13.0432,20.5068
ATS,Artesia Municipal Airport,US,US-NM,Artesia,small,-104.468,32.8525
ATT,Atmautluak Airport,US,US-AK,Atmautluak,small,-162.273,60.8667
ATU,Casco Cove Coast Guard Station,US,US-AK,Attu,closed,173.18,52.8284
ATV,Ati Airport,TD,TD-BA,Ati,small,18.3133,13.2389
ATW,Appleton International Airport,US,US-WI,Appleton,small,-88.5191,44.2581
ATX,Atbasar Airport,KZ,KZ-AKM,Atbasar,small,68.3633,51.8517
ATY,Watertown Regional Airport,US,US-SD,Watertown,medium,-97.1547,44.914
ATZ,Asyut International Airport,EG,EG-AST,Asyut,medium,31.012,27.0465
AUA,Queen Beatrix International Airport,AW,AW-U-A,Oranjestad,medium,-70.0152,12.5014
AUC,Santiago Perez Airport,CO,CO-ARA,Arauca,medium,-70.7369,7.0689
AUD,Augustus Downs Airport,AU,AU-QLD,,small,139.878,-18.515
AUE,Abu Rudeis Airport,EG,EG-JS,Abu Rudeis,small,33.2025,28.899
AUF,Auxerre-Branches Airport,FR,FR-BFC,Auxerre/Branches,medium,3.4971,47.8502
AUG,Augusta State Airport,US,US-ME,Augusta,medium,-69.7973,44.3206
AUH,Abu Dhabi International Airport,AE,AE-AZ,Abu Dhabi,large,54.6511,24.433
AUI,Aua Island Airport,PG,PG-MRL,Aua Island,small,143.0647,-1.4606
AUJ,Ambunti Airport,PG,PG-ESW,Ambunti,small,142.8232,-4.2157
AUK,Alakanuk Airport,US,US-AK,Alakanuk,small,-164.6599,62.68
AUL,Aur Island Airport,MH,MH-AUR,Aur Atoll,small,171.173,8.1453
AUM,Austin Municipal Airport,US,US-MN,Austin,small,-92.9334,43.665
AUN,Auburn Municipal Airport,US,US-CA,Auburn,small,-121.082,38.9548
AUO,Auburn University Regional Airport,US,US-AL,Auburn,small,-85.434,32.6151
AUP,Agaun Airport,PG,PG-MBA,,small,149.3857,-9.9308
AUQ,Hiva Oa-Atuona Airport,PF,PF-U-A,Hiva Oa Island,medium,-139.011,-9.7688
AUR,Aurillac Airport,FR,FR-ARA,Aurillac,medium,2.4219,44.8914
AUS,Austin Bergstrom International Airport,US,US-TX,Austin,large,-97.6699,30.1945
AUT,Atauro Airport,TL,TL-DI,Atauro,small,125.6064,-8.2431
AUU,Aurukun Airport,AU,AU-QLD,Aurukun,small,141.7206,-13.3541
AUV,Aumo Airport,PG,PG-WBK,Aumo,small,148.4453,-5.7311
AUW,Wausau Downtown Airport,US,US-WI,Wausau,medium,-89.6266,44.9262
AUX,Araguaína Airport,BR,BR-TO,AraguaÃ­na,medium,-48.2405,-7.2279
AUY,Aneityum Airport,VU,VU-TAE,Anatom Island,small,169.771,-20.2492
AUZ,Aurora Municipal Airport,US,US-IL,Chicago/Aurora,small,-88.4757,41.7719
AVA,Anshun Huangguoshu Airport,CN,CN-U-A,Anshun,medium,105.8733,26.2606
AVB,Aviano Air Base,IT,IT-36,Aviano (PN),medium,12.5965,46.0319
AVG,Auvergne Airport,AU,AU-NT,,small,130.0,-15.7
AVI,Maximo Gomez Airport,CU,CU-08,Ciego de Avila,medium,-78.7896,22.0271
AVK,Arvaikheer Airport,MN,MN-055,Arvaikheer,medium,102.802,46.2503
AVL,Asheville Regional Airport,US,US-NC,Asheville,large,-82.5418,35.4362
AVN,Avignon-Caumont Airport,FR,FR-PAC,Avignon/Caumont,medium,4.9018,43.9073
AVO,Avon Park Executive Airport,US,US-FL,Avon Park,small,-81.5278,27.5912
AVP,Wilkes Barre Scranton International Airport,US,US-PA,Wilkes-Barre/Scranton,medium,-75.7234,41.3385
AVR,Alverca Air Base,PT,PT-11,Vila Franca de Xira,medium,-9.0301,38.8833
AVU,Avu Avu Airport,SB,SB-GU,,small,160.4106,-9.8683
AVV,Avalon Airport,AU,AU-VIC,Melbourne,medium,144.469,-38.0394
AVW,Marana Regional Airport,US,US-AZ,Tucson,small,-111.218,32.4096
AVX,Catalina Airport,US,US-CA,Avalon,small,-118.416,33.4049
AWA,Awassa Airport,ET,ET-OR,Awassa,small,38.5,7.067
AWB,Awaba Airport,PG,PG-WPD,Awaba,small,142.7484,-8.0061
AWD,Aniwa Airport,VU,VU-TAE,Aniwa,small,169.6009,-19.2346
AWE,Alowe Airport,GA,GA-3,Wonga WonguÃ© Presidential Reserve,small,9.444,-0.545
AWK,Wake Island Airfield,UM,UM-79,Wake Island,medium,166.636,19.2821
AWM,West Memphis Municipal Airport,US,US-AR,West Memphis,small,-90.2344,35.1351
AWN,Alton Downs Airport,AU,AU-SA,,small,139.2599,-26.489
AWP,Austral Downs Airport,AU,AU-NT,,small,137.75,-20.5
AWR,Awar Airport,PG,PG-MPM,Awar,closed,144.853,-4.124
AWZ,Ahwaz Airport,IR,IR-10,Ahwaz,medium,48.762,31.3374
AXA,Clayton J Lloyd International Airport,AI,AI-U-A,The Valley,medium,-63.0551,18.2048
AXB,Maxson Airfield,US,US-NY,Alexandria Bay,small,-75.9003,44.312
AXC,Aramac Airport,AU,AU-QLD,,small,145.242,-22.9667
AXD,Dimokritos Airport,GR,GR-71,Alexandroupolis,medium,25.9563,40.8559
AXE,Xanxerê Airport,BR,BR-SC,XanxerÃª,small,-52.3731,-26.8756
AXF,Alxa Left Banner Bayanhot Airport,CN,CN-15,Bayanhot,medium,105.5886,38.7483
AXG,Algona Municipal Airport,US,US-IA,Algona,small,-94.272,43.0779
AXJ,Amakusa Airport,JP,JP-43,,small,130.159,32.4825
AXK,Ataq Airport,YE,YE-AB,,medium,46.8262,14.5513
AXL,Alexandria Homestead Airport,AU,AU-NT,,small,136.71,-19.0602
AXM,El Eden Airport,CO,CO-QUI,Armenia,medium,-75.7664,4.4528
AXN,Chandler Field,US,US-MN,Alexandria,medium,-95.3947,45.8663
AXP,Spring Point Airport,BS,BS-AC,Spring Point,medium,-73.9709,22.4418
AXR,Arutua Airport,PF,PF-U-A,,medium,-146.617,-15.2483
AXS,Altus Quartz Mountain Regional Airport,US,US-OK,Altus,small,-99.3385,34.698
AXT,Akita Airport,JP,JP-05,Akita,medium,140.219,39.6156
AXU,Axum Airport,ET,ET-TI,,medium,38.7728,14.1468
AXV,Neil Armstrong Airport,US,US-OH,Wapakoneta,small,-84.2989,40.4934
AXX,Angel Fire Airport,US,US-NM,Angel Fire,small,-105.29,36.422
AYA,Ayapel Airport,CO,CO-COR,Ayapel,small,-75.15,8.3
AYC,Ayacucho Airport,CO,CO-CES,Ayacucho,small,-73.6167,8.6
AYD,Alroy Downs Airport,AU,AU-NT,Alroy Downs,small,136.079,-19.2908
AYE,Ft Devens Moore Army Air Field,US,US-MA,,closed,-71.6028,42.57
AYG,Yaguara Airport,CO,CO-CAQ,San Vicente Del CaguÃ¡n,small,-73.9333,1.5442
AYH,RAF Alconbury,GB,GB-ENG,Huntingdon,closed,-0.2197,52.3744
AYI,Yari Airport,CO,CO-CAQ,Yari,small,-72.2667,-0.3833
AYK,Arkalyk North Airport,KZ,KZ-KUS,Arkalyk,small,66.9528,50.3186
AYL,Anthony Lagoon Airport,AU,AU-NT,,small,135.5351,-18.0181
AYM,Yas Island Seaplane Base,AE,AE-AZ,Abu Dhabi,seaplane_base,54.6103,24.467
AYN,Anyang Airport,CN,CN-41,Anyang,small,114.344,36.1339
AYO,Juan De Ayolas Airport,PY,PY-8,Ayolas,medium,-56.8541,-27.3706
AYP,Coronel FAP Alfredo Mendivil Duarte Airport,PE,PE-AYA,Ayacucho,medium,-74.2044,-13.1548
AYQ,Ayers Rock Connellan Airport,AU,AU-NT,Ayers Rock,medium,130.976,-25.1861
AYR,Ayr Airport,AU,AU-QLD,,small,147.329,-19.5844
AYS,Waycross Ware County Airport,US,US-GA,Waycross,small,-82.3955,31.2491
AYT,Antalya International Airport,TR,TR-07,Antalya,large,30.8005,36.8987
AYU,Aiyura Airport,PG,PG-EHG,Aiyura Valley,small,145.9042,-6.3381
AYW,Ayawasi Airport,ID,ID-PB,Ayawasi-Papua Island,small,132.4633,-1.1593
AYX,Teniente General Gerardo Pérez Pinedo Airport,PE,PE-UCA,Atalaya,medium,-73.7665,-10.7291
AYY,Arugam Bay SPB,LK,LK-5,Pottuvil,seaplane_base,81.8239,6.86
AYZ,Zahn's Airport,US,US-NY,Amityville,closed,-73.4,40.71
AZA,Phoenix-Mesa-Gateway Airport,US,US-AZ,Phoenix,medium,-111.655,33.3078
AZB,Amazon Bay Airport,PG,PG-CPM,,small,149.3383,-10.2992
AZD,Shahid Sadooghi Airport,IR,IR-25,Yazd,medium,54.2765,31.9049
AZG,Pablo L. Sidar Airport,MX,MX-MIC,ApatzingÃ¡n,small,-102.394,19.0934
AZI,Bateen Airport,AE,AE-AZ,,medium,54.4581,24.4283
AZL,Fazenda Tucunaré Airport,BR,BR-MT,Sapezal,small,-58.8669,-13.4655
AZN,Andizhan Airport,UZ,UZ-AN,Andizhan,small,72.294,40.7277
AZO,Kalamazoo Battle Creek International Airport,US,US-MI,Kalamazoo,medium,-85.5521,42.2349
AZP,Atizapan De Zaragoza Airport,MX,MX-MEX,,small,-99.2888,19.5748
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,DZ,DZ-01,,medium,-0.1864,27.8376
AZS,Samaná El Catey International Airport,DO,DO-20,Samana,medium,-69.742,19.267
AZT,Zapatoca Airport,CO,CO-SAN,Zapatoca,small,-73.2833,6.8167
AZZ,Ambriz Airport,AO,AO-BGO,Ambriz,small,13.1161,-7.8622
BAA,Bialla Airport,PG,PG-WBK,"Bialla, Matalilu, Ewase",small,151.008,-5.3306
BAB,Beale Air Force Base,US,US-CA,Marysville,large,-121.437,39.1361
BAC,Barranca De Upia Airport,CO,CO-MET,Barranca De Upia,small,-72.9667,4.5833
BAD,Barksdale Air Force Base,US,US-LA,Bossier City,large,-93.6627,32.5018
BAE,Barcelonnette - Saint-Pons Airport,FR,FR-PAC,Le Castellet,small,6.6092,44.3872
BAF,Westfield-Barnes Regional Airport,US,US-MA,Westfield/Springfield,medium,-72.7156,42.1578
BAG,Loakan Airport,PH,PH-BEN,Baguio City,medium,120.62,16.3751
BAH,Bahrain International Airport,BH,BH-15,Manama,large,50.6336,26.2708
BAI,Buenos Aires Airport,CR,CR-P,Punta Arenas,medium,-83.3302,9.1639
BAJ,Bali Airport,PG,PG-WBK,Unea Island,small,149.1333,-4.8833
BAL,Batman Airport,TR,TR-72,Batman,medium,41.1166,37.929
BAM,Battle Mountain Airport,US,US-NV,Battle Mountain,small,-116.874,40.599
BAN,Basongo Airport,CD,CD-KW,Basongo,small,20.4149,-4.3158
BAO,Udorn Air Base,TH,TH-41,Ban Mak Khaen,small,102.8,17.383
BAP,Baibara Airport,PG,PG-CPM,Nabai,closed,149.6414,-10.3432
BAQ,Ernesto Cortissoz International Airport,CO,CO-ATL,Barranquilla,medium,-74.7808,10.8896
BAR,Qionghai Bo'ao Airport,CN,CN-46,Qionghai,medium,110.4548,19.1382
BAS,Ballalae Airport,SB,SB-WE,Ballalae,small,155.8867,-6.9907
BAT,Chafei Amsei Airport,BR,BR-SP,Barretos,medium,-48.5941,-20.5845
BAU,Bauru Airport,BR,BR-SP,Bauru,medium,-49.0538,-22.345
BAV,Baotou Airport,CN,CN-15,Baotou,medium,109.997,40.56
BAX,Barnaul Airport,RU,RU-ALT,Barnaul,medium,83.5385,53.3638
BAY,Maramureș International Airport,RO,RO-MM,Baia Mare,medium,23.4673,47.6606
BAZ,Barcelos Airport,BR,BR-AM,Barcelos,small,-62.9196,-0.9813
BBA,Balmaceda Airport,CL,CL-AI,Balmaceda,medium,-71.6895,-45.9161
BBB,Benson Municipal Airport,US,US-MN,Benson,small,-95.6506,45.3319
BBC,Bay City Municipal Airport,US,US-TX,Bay City,small,-95.8635,28.9733
BBD,Curtis Field,US,US-TX,Brady,medium,-99.3239,31.1793
BBE,Big Bell Airport,AU,AU-WA,Big Bell,small,117.673,-27.3286
BBG,Butaritari Atoll Airport,KI,KI-G,Butaritari Atoll,small,172.811,3.0858
BBH,Barth Airport,DE,DE-MV,,small,12.7105,54.3383
BBI,Biju Patnaik Airport,IN,IN-OR,Bhubaneswar,medium,85.8178,20.2444
BBJ,Bitburg Airport,DE,DE-RP,Bitburg,small,6.565,49.9453
BBK,Kasane Airport,BW,BW-NW,Kasane,medium,25.1624,-17.8329
BBL,Ballera Airport,AU,AU-QLD,,small,141.8095,-27.4056
BBM,Battambang Airport,KH,KH-2,Battambang,medium,103.224,13.0956
BBN,Bario Airport,MY,MY-13,Bario,medium,115.479,3.7339
BBO,Berbera Airport,SO,SO-WO,Berbera,medium,44.9411,10.3892
BBP,Bembridge Airport,GB,GB-ENG,Bembridge,small,-1.1094,50.6781
BBQ,Codrington Airport,AG,AG-10,Codrington,small,-61.8286,17.6358
BBR,Baillif Airport,GP,GP-U-A,Basse Terre,small,-61.7422,16.0133
BBS,Blackbushe Airport,GB,GB-ENG,Yateley,medium,-0.8475,51.3239
BBT,Berbérati Airport,CF,CF-HS,BerbÃ©rati,medium,15.7864,4.2216
BBU,Băneasa International Airport,RO,RO-B,Bucharest,medium,26.1021,44.5032
BBV,Nero-Mer Airport,CI,CI-09,Grand-BÃ©rÃ©by,small,-6.924,4.6434
BBW,Broken Bow Municipal Airport,US,US-NE,Broken Bow,small,-99.6422,41.4365
BBX,Wings Field,US,US-PA,Philadelphia,small,-75.2651,40.1375
BBY,Bambari Airport,CF,CF-UK,Bambari,small,20.6475,5.8469
BBZ,Zambezi Airport,ZM,ZM-06,Zambezi,small,23.1081,-13.537
BCA,Gustavo Rizo Airport,CU,CU-14,Baracoa,medium,-74.5062,20.3653
BCB,Virginia Tech Montgomery Executive Airport,US,US-VA,Blacksburg,small,-80.4078,37.2076
BCC,Bear Creek 3 Airport,US,US-AK,Bear Creek,small,-156.1495,63.5733
BCD,Bacolod-Silay Airport,PH,PH-NEC,Bacolod City,medium,123.015,10.7764
BCE,Bryce Canyon Airport,US,US-UT,Bryce Canyon,medium,-112.145,37.7064
BCF,Bouca Airport,CF,CF-AC,Bouca,small,18.267,6.517
BCG,Bemichi Airport,GY,GY-BA,Bemichi,small,-59.1667,7.7
BCH,Cakung Airport,TL,TL-BA,Baucau,medium,126.401,-8.489
BCI,Barcaldine Airport,AU,AU-QLD,Barcaldine,medium,145.307,-23.5653
BCJ,Baca Grande Airfield,US,US-CO,Crestone,closed,-105.7767,37.9648
BCK,Bolwarra Airport,AU,AU-QLD,,small,144.169,-17.3883
BCL,Barra del Colorado Airport,CR,CR-L,Pococi,medium,-83.5856,10.7687
BCM,Bacău Airport,RO,RO-BC,BacÄu,medium,26.9103,46.5219
BCN,Barcelona International Airport,ES,ES-CT,Barcelona,large,2.0785,41.2971
BCO,Baco Airport,ET,ET-SN,Baco,small,36.562,5.7829
BCP,Bambu Airport,PG,PG-MPM,Bambu,small,146.4925,-5.8636
BCQ,Brak Airport,LY,LY-SH,Brak,medium,14.272,27.653
BCR,Novo Campo Airport,BR,BR-AM,Boca do Acre,small,-67.3124,-8.8346
BCS,Southern Seaplane Airport,US,US-LA,Belle Chasse,small,-90.0222,29.8661
BCT,Boca Raton Airport,US,US-FL,Boca Raton,small,-80.1077,26.3785
BCU,Sir Abubakar Tafawa Balewa International Airport,NG,NG-BA,Bauchi,medium,9.744,10.4828
BCV,Hector Silva Airstrip,BZ,BZ-CY,Belmopan,small,-88.7765,17.2696
BCW,Benguera Island Airport,MZ,MZ-I,Benguera Island,medium,35.4383,-21.8533
BCX,Beloretsk Airport,RU,RU-BA,Beloretsk,small,58.34,53.9381
BCZ,Milyakburra Airport,AU,AU-NT,Bickerton Island,small,136.2017,-13.7808
BDA,L.F. Wade International International Airport,BM,BM-U-A,Hamilton,medium,-64.6787,32.364
BDB,Bundaberg Airport,AU,AU-QLD,Bundaberg,medium,152.319,-24.9039
BDC,Barra do Corda Airport,BR,BR-MA,Barra Do Corda,small,-45.2158,-5.5025
BDD,Badu Island Airport,AU,AU-QLD,,small,142.1734,-10.15
BDE,Baudette International Airport,US,US-MN,Baudette,medium,-94.6122,48.7284
BDF,Rinkenberger Restricted Landing Area,US,US-IL,Bradford,small,-89.6157,41.2309
BDG,Blanding Municipal Airport,US,US-UT,Blanding,small,-109.483,37.5833
BDH,Bandar Lengeh Airport,IR,IR-23,Bandar Lengeh,medium,54.8248,26.532
BDI,Bird Island Airport,SC,SC-15,Bird Island,small,55.2053,-3.7247
BDJ,Syamsudin Noor Airport,ID,ID-KS,Banjarmasin-Borneo Island,small,114.763,-3.4424
BDK,Soko Airport,CI,CI-08,Bondoukou,small,-2.7619,8.0172
BDL,Bradley International Airport,US,US-CT,Hartford,large,-72.6832,41.9389
BDM,Bandırma Airport,TR,TR-10,,medium,27.9777,40.318
BDN,Talhar Airport,PK,PK-SD,Badin,small,68.8384,24.8415
BDO,Husein Sastranegara International Airport,ID,ID-JB,Bandung-Java Island,medium,107.576,-6.9006
BDP,Bhadrapur Airport,NP,NP-ME,Bhadrapur,small,88.0796,26.5708
BDQ,Vadodara Airport,IN,IN-GJ,Vadodara,medium,73.2263,22.3362
BDR,Igor I Sikorsky Memorial Airport,US,US-CT,Bridgeport,medium,-73.1262,41.1635
BDS,Brindisi – Salento Airport,IT,IT-75,Brindisi,medium,17.947,40.6576
BDT,Gbadolite Airport,CD,CD-EQ,,medium,20.9753,4.2532
BDU,Bardufoss Airport,NO,NO-19,MÃ¥lselv,medium,18.5404,69.0558
BDV,Moba Airport,CD,CD-KA,Moba,small,29.783,-7.067
BDW,Bedford Downs Airport,AU,AU-WA,,small,127.463,-17.2867
BDX,Broadus Airport,US,US-MT,Broadus,small,-105.454,45.4725
BDY,Bandon State Airport,US,US-OR,Bandon,small,-124.408,43.0865
BDZ,Baindoung Airport,PG,PG-MPL,,small,146.9422,-6.3472
BEA,Bereina Airport,PG,PG-CPM,Bereina Mission,closed,146.5083,-8.64
BEB,Benbecula Airport,GB,GB-SCT,Balivanich,medium,-7.3628,57.4811
BEC,Beech Factory Airport,US,US-KS,Wichita,small,-97.215,37.6945
BED,Laurence G Hanscom Field,US,US-MA,Bedford,medium,-71.289,42.47
BEE,Beagle Bay Airport,AU,AU-WA,Beagle Bay,small,122.6464,-17.0165
BEF,Bluefields Airport,NI,NI-AS,Bluefileds,medium,-83.7741,11.991
BEG,Belgrade Nikola Tesla Airport,RS,RS-00,Belgrade,large,20.3091,44.8184
BEH,Southwest Michigan Regional Airport,US,US-MI,Benton Harbor,small,-86.4285,42.1286
BEI,Beica Airport,ET,ET-BE,Beica,small,34.5219,9.3864
BEJ,Kalimarau Airport,ID,ID-KI,Tanjung Redeb - Borneo Island,medium,117.432,2.1555
BEK,Bareilly Air Force Station,IN,IN-UP,Bareilly,medium,79.4508,28.4221
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,BR,BR-PA,BelÃ©m,large,-48.4763,-1.3793
BEM,Beni Mellal Airport,MA,MA-BEM,Beni Mellal,small,-6.3159,32.4019
BEN,Benina International Airport,LY,LY-BA,Benghazi,medium,20.2695,32.0968
BEO,Lake Macquarie Airport,AU,AU-NSW,,small,151.648,-33.0667
BEP,Bellary Airport,IN,IN-KA,Bellary,medium,76.8828,15.1628
